제목,카테고리,hex1,hex2,hex3,hex4,hex5,hex1rate,hex2rate,hex3rate,hex4rate,hex5rate
4와 2분의 1 정거장,BL,#fefcf7,#fcd3d0,#fa8364,#f6ae9f,#dd3536,0.3608413938492063,0.2529296875,0.18111669146825396,0.10763268849206349,0.0974795386904762
BL의 정석,BL,#e5e8e9,#3294c2,#282b2e,#6a7073,#b6b8b9,0.5950799851190476,0.12825520833333334,0.10649181547619048,0.08582589285714286,0.08434709821428571
Not so bad(낫 소 배드),BL,#fdf6f1,#301633,#f3d9c4,#6a3661,#b78493,0.5373635912698412,0.17666790674603175,0.17008308531746033,0.06378658234126984,0.052098834325396824
Take on Me,BL,#f2f5f1,#f0cac2,#d48a8e,#934b5e,#441c28,0.5487289186507937,0.15022941468253967,0.12866133432539684,0.09216889880952381,0.08021143353174603
[BL] 새비지 가든 [일반판],BL,#fdf8f0,#65504d,#a39796,#e0c3ae,#251a16,0.32442646329365077,0.28246837797619045,0.1484437003968254,0.13502914186507936,0.10963231646825397
[BL] 스머프 월드 [일반판],BL,#242538,#f0f2f2,#eaccc3,#c09c9b,#7b686f,0.32796999007936506,0.2582434275793651,0.21024305555555556,0.13469742063492063,0.06884610615079365
강아지는 사랑을 숨기지 못해,BL,#fcf2ed,#eed2c2,#b25d7d,#c7999f,#7f4858,0.414391121031746,0.2105375744047619,0.15317460317460319,0.13075706845238094,0.09113963293650794
"거짓말, 뱀파이어가 어디 있어",BL,#c49174,#fae2d9,#e0b49f,#7e5949,#503125,0.33786272321428573,0.24148375496031746,0.21244109623015872,0.12666170634920634,0.08155071924603174
겉 뿐인 관계,BL,#f3eeee,#23262d,#c7c1c5,#4e4d53,#8d8488,0.40750868055555556,0.20872085813492064,0.1999937996031746,0.13120969742063493,0.052566964285714286
게으른 남자의 욕망 스위치,BL,#f0e8e8,#d0c2c1,#7c798d,#3c4051,#13131b,0.44347718253968255,0.20854414682539682,0.13765190972222222,0.13637772817460317,0.07394903273809524
결혼학개론,BL,#fdf9f6,#edd1b0,#c19977,#6a596b,#1d1328,0.2889882100750268,0.2631153983565559,0.25702250803858523,0.11394212218649517,0.0769317613433369
고독한 미인과 햇살 동정남[개정판],BL,#f402b0,#754651,#868fae,#faead7,#e0b290,0.252960689484127,0.22942708333333334,0.20322420634920635,0.16008494543650795,0.1543030753968254
고양이에게 바치는 커튼콜,BL,#fd016e,#f8decd,#d64c59,#484a5a,#cc9595,0.2611204117063492,0.24638826884920634,0.2142826140873016,0.13997705853174602,0.13823164682539682
과묵한 친구는 사실 욕정 중입니다(개정판),BL,#fbf9f9,#f1d4c1,#d9a484,#ae6360,#4f3c35,0.398961433531746,0.22685701884920634,0.15234375,0.13698846726190475,0.08484933035714286
구미호도 사랑을 하나요,BL,#e3d8e4,#bda4b4,#c0464f,#be747e,#3a1c16,0.3093408978174603,0.25500372023809526,0.19813988095238094,0.14563182043650794,0.09188368055555556
권태,BL,#534f49,#35322f,#ae9f8c,#7d756d,#c4bdb5,0.34208829365079363,0.3359033978174603,0.1298828125,0.1175936259920635,0.07453187003968254
귀애-눈꽃에 새기는 약속,BL,#f6f3f1,#e8d9d1,#c9a6a0,#886269,#542f34,0.4605499751984127,0.2888082837301587,0.09097532242063493,0.08996155753968255,0.06970486111111111
귀여워,BL,#985d5d,#7a4445,#5d3c36,#f9b370,#230406,0.37764756944444444,0.2113312251984127,0.18364955357142856,0.1636904761904762,0.0636811755952381
그 남자의 사랑방식,BL,#342229,#fdf9f5,#d69190,#875553,#9b1e20,0.41318824404761906,0.222265625,0.13635292658730158,0.1259734623015873,0.10221974206349206
그 비는 돌아오지 않는다,BL,#342f30,#b8afaf,#7c7a79,#5d5151,#ebeef4,0.2558407738095238,0.2335534474206349,0.2296906001984127,0.17549913194444444,0.10541604662698413
그가 남긴 연인(개정판),BL,#fddfcb,#a7746e,#fefefd,#634f68,#dea88f,0.3113219246031746,0.19444754464285716,0.17885044642857142,0.15824962797619047,0.15713045634920636
그림자 왕관,BL,#f1eef4,#c6bac6,#ad9690,#815d6e,#392f4d,0.31243179563492063,0.26784474206349207,0.1792937748015873,0.12086433531746031,0.11956535218253968
기브업(Give up) [BL],BL,#262d3e,#e8d0e1,#af8784,#d83eee,#5628dc,0.35359312996031744,0.23680555555555555,0.22760106646825398,0.11441592261904762,0.06758432539682539
꺼진 불도 다시 보라,BL,#e1eff3,#343a4e,#78614c,#f6d9c5,#b2ab8a,0.2920479910714286,0.21764632936507936,0.20417906746031747,0.16705109126984127,0.11907552083333334
꿈꾸는 먹잇감,BL,#fef2ec,#ecc1c4,#bd8c8f,#67525f,#3c2935,0.4130673363095238,0.3220486111111111,0.10026351686507937,0.09603794642857143,0.06858258928571428
꿰인 사이,BL,#f9f0f1,#e6c4c8,#6d5f76,#3f2e3c,#be939f,0.4416585466583208,0.26043609284557356,0.1100976336897533,0.09966638058425342,0.0881413462220989
"나비, 호랑이를 물다",BL,#695c6f,#e9d9d4,#9c9cb4,#24161d,#dd987e,0.2714347718253968,0.24025607638888888,0.23467261904761905,0.14404761904761904,0.10958891369047619
나비랑 호랑이 너희 말고,BL,#f1cbb5,#f9f2f0,#c1968d,#67646b,#2a2138,0.37922557043650795,0.22047371031746033,0.16382378472222223,0.12915116567460316,0.10732576884920635
낙오된 알파와 엘리트 오메가,BL,#fefefe,#202839,#515a73,#e0c9cf,#a9909b,0.6746217757936508,0.11996527777777778,0.09225880456349206,0.07166728670634921,0.04148685515873016
남자를 좋아해도 될까,BL,#867e88,#656575,#beadb9,#3b323a,#eae0dd,0.3316344246031746,0.2816499255952381,0.18194754464285715,0.1148499503968254,0.08991815476190476
내 나이 서른,BL,#6f7866,#403e47,#b9b591,#f7e6db,#110809,0.258828125,0.21686921296296297,0.2067505787037037,0.20374131944444446,0.11381076388888889
내 소원을 들어줘,BL,#fbeff1,#4875ab,#d7c7cb,#9b8d91,#3e4053,0.586594742063492,0.1568824404761905,0.11551029265873015,0.08979414682539683,0.05121837797619048
내 약혼자는 꽃미남,BL,#292430,#fdfaf9,#e5d4d5,#c3a3a6,#796676,0.37759796626984127,0.3336092509920635,0.11244109623015873,0.10827442956349206,0.06807725694444444
"내일, 네 거로 만들어 줘",BL,#f3ebd8,#0f416e,#dec3c1,#b08c8b,#7f4653,0.5865668402777777,0.1549293154761905,0.1126891121031746,0.09272693452380952,0.05308779761904762
너를 만난 후부터 나는,BL,#f6f7f7,#bfd2d3,#726c6c,#29211e,#fbd7a3,0.5750155009920634,0.20673673115079366,0.07993241567460317,0.077734375,0.060580977182539686
너와의 거리,BL,#dae8f2,#fcdbda,#4e414c,#907886,#b5a0aa,0.42863033234126985,0.27177889384920634,0.12607576884920635,0.11335255456349207,0.0601624503968254
너의 각인,BL,#fefcfb,#f6d5cc,#dbaaa3,#93726e,#5a3b3c,0.3359157986111111,0.30057353670634923,0.21305803571428572,0.09105592757936508,0.05939670138888889
네게 취한 날들,BL,#504c5f,#9a6d68,#2f171c,#e5976e,#fce1a2,0.3275855654761905,0.23030753968253967,0.19598524305555556,0.14705791170634921,0.09906374007936508
누각의 미인,BL,#fdfdf7,#efe5b5,#bdb57d,#c56a56,#6f613f,0.5028769841269841,0.18860367063492064,0.13707837301587303,0.10668092757936508,0.06476004464285715
누구든 좋으니까 안아줘,BL,#e5006d,#fbe2db,#e9aeac,#313146,#8d6978,0.6072575644841269,0.24459015376984128,0.08723338293650794,0.04971478174603174,0.011204117063492064
당신을 바라보는 건 너무 힘들어,BL,#fdebda,#f7c1b1,#a65052,#e28f85,#6a2a2e,0.3894074074074074,0.21815277777777778,0.1486898148148148,0.1418888888888889,0.10186111111111111
대표님과 연애를 시작했습니다,BL,#f7e58c,#f9efe5,#534f6c,#4e2a28,#b9937e,0.43736669146825397,0.20192832341269842,0.14815538194444444,0.11205977182539682,0.10048983134920635
도시의 사랑,BL,#f1efee,#9bccdf,#cab9bf,#227fca,#777e8d,0.34641307043650793,0.20432167658730158,0.20171130952380953,0.1560670882936508,0.09148685515873016
"돌아봐줘, 유키노",BL,#f2e7e6,#d6cccc,#4e4e50,#bbaca7,#9c8984,0.39054439484126985,0.18200024801587303,0.16049727182539683,0.14894593253968255,0.11801215277777778
돌아와줘,BL,#e1e1e7,#333046,#555d96,#77a2e1,#b69ca2,0.2833116319444444,0.28076946924603174,0.18599330357142857,0.1435732886904762,0.10635230654761904
디기탈리스,BL,#101f37,#baa99b,#7c7b81,#3b4656,#f3ead8,0.48623511904761907,0.15891617063492064,0.14459325396825398,0.1407986111111111,0.06945684523809524
라이어 [BL],BL,#f9efeb,#4c3d4b,#191319,#827275,#c5aeb1,0.3254464285714286,0.2142113095238095,0.1693452380952381,0.15304439484126983,0.13795262896825397
란덴과 사가,BL,#0b091b,#f6ddd0,#fefdfb,#f1bc79,#8e6040,0.330109126984127,0.25414806547619045,0.18444010416666667,0.1669952876984127,0.06430741567460317
러브 포엠,BL,#f3f7f7,#686b64,#e4b3a2,#b48578,#27282e,0.3888516865079365,0.1962797619047619,0.16554749503968255,0.13716517857142857,0.11215587797619048
럽미닥터(개정판),BL,#9ba5bf,#5d769f,#e6d0d2,#252742,#d29889,0.4049634176587302,0.2275421626984127,0.2089750744047619,0.1005952380952381,0.057924107142857145
로미오의 순정,BL,#99a1cd,#536990,#f5e6d5,#2c3959,#e3c3a0,0.3994326636904762,0.2441220238095238,0.1400576636904762,0.11668836805555556,0.09969928075396825
록 어 바이 디어,BL,#eae7e8,#21272c,#424e5a,#607b98,#8cb4ce,0.6418371775793651,0.13453311011904762,0.09563802083333334,0.07874813988095238,0.049243551587301586
마계에 핀 봄꽃,BL,#dac1c3,#faf2f0,#7c717d,#44343c,#c38c57,0.2460813492063492,0.23952132936507936,0.2214905753968254,0.20006200396825397,0.09284474206349207
마도조사 [웹툰],BL,#271d1d,#5b423b,#f2e6d8,#857e7b,#c1aa9e,0.34818638392857143,0.1960999503968254,0.18253968253968253,0.17266555059523808,0.10050843253968254
마스크 남자는 사랑하고 싶지 않은데,BL,#b6afa3,#edece5,#867566,#37302f,#c7db68,0.30386594742063494,0.28109499007936506,0.19130084325396826,0.13742249503968254,0.08631572420634921
메리 메모리,BL,#f3edf0,#d5c5c5,#a5908f,#6e5b5a,#231617,0.6629340277777778,0.1302920386904762,0.11990637400793651,0.05066034226190476,0.03620721726190476
메리 수,BL,#dcbbb9,#faf7f2,#ca9a99,#4e3b4e,#966870,0.38897259424603176,0.29442584325396826,0.14735553075396826,0.09521949404761905,0.07402653769841269
명령불복종,BL,#faf3df,#e1c38d,#3d3532,#8b7258,#e5c126,0.3808996775793651,0.21283792162698412,0.21245039682539682,0.1425874255952381,0.051224578373015875
모래성,BL,#f0e6d8,#fefdf7,#c0aba2,#8a7b7d,#4e4042,0.5560298859126984,0.2236359126984127,0.12590835813492063,0.060069444444444446,0.03435639880952381
모어 댄 블루,BL,#fffefd,#f3e2d5,#c2b4b5,#9e686f,#482d34,0.49113033234126985,0.2077721974206349,0.14201388888888888,0.09993179563492063,0.05915178571428571
묘한 그녀석,BL,#d8c6cb,#f8f3f3,#c29e9d,#a6555b,#41292e,0.2988653273809524,0.2402436755952381,0.1750217013888889,0.15694754464285715,0.1289217509920635
무지한 나와 나쁜 짓,BL,#fdfbfa,#edd0c3,#5e373a,#c29d9b,#97676a,0.30321490575396826,0.26284722222222223,0.18462921626984127,0.1357452876984127,0.11356336805555556
미로의 행진곡,BL,#e4dfdd,#4e3d3a,#ccad93,#a56858,#1b100d,0.3129712301587302,0.26845858134920636,0.2135137648809524,0.12702442956349205,0.07803199404761904
바람이 머무는 자리,BL,#faede2,#ddb4a0,#9f6566,#3f3740,#860f0b,0.2825365823412698,0.2775483630952381,0.21511966765873017,0.17586185515873015,0.048933531746031746
박배우X김남팬,BL,#fcf1e9,#323131,#9c8273,#070505,#d6bcb4,0.42544332837301585,0.18077256944444445,0.1466641865079365,0.12428695436507936,0.12283296130952381
박쥐사육,BL,#3c0d0a,#faf9f8,#424e5a,#040101,#89756a,0.6396546378968254,0.1324404761904762,0.07829861111111111,0.07501240079365079,0.0745938740079365
밥만 잘 사주는 이상한 이사님,BL,#fbf9f7,#9297b7,#565968,#101011,#d1aea0,0.4019314236111111,0.2179532490079365,0.20638020833333334,0.1046999007936508,0.06903521825396826
배타적 연애금지구역,BL,#f9c3b6,#efebe8,#323533,#bcd3cb,#7d6e5d,0.28023483537811655,0.2749150324501392,0.2269863085880896,0.1298481269082936,0.08801569667536102
별 셋짜리 식사를 합시다,BL,#fce4d8,#fbf6ef,#d8beae,#b0897c,#755349,0.4570250496031746,0.2714626736111111,0.11080419146825397,0.09792596726190476,0.06278211805555556
별처럼 머나먼,BL,#f1e5d3,#0a92cb,#06457a,#b7b9b0,#647b7e,0.38470672123015875,0.19476686507936508,0.17525731646825396,0.1693390376984127,0.07593005952380952
보들보들,BL,#cadee1,#e29384,#fceadb,#8b5845,#9a96a8,0.4496279761904762,0.21870039682539683,0.19388950892857143,0.07448226686507936,0.0632998511904762
보통남남,BL,#fcf0e2,#8db7c8,#886662,#eacb92,#140d0a,0.3558720564700503,0.20691193701417468,0.19694430155464107,0.1377993541380887,0.10247235082304526
불가역 [일반판],BL,#514b43,#393531,#a8948e,#70665e,#d0cdc8,0.3488684275793651,0.2560949900793651,0.19889322916666666,0.13979724702380952,0.05634610615079365
"불편한, 동거 But",BL,#fcf7ef,#30272c,#5a4d54,#d8c9c3,#988584,0.4676246279761905,0.17317708333333334,0.15755208333333334,0.14955977182539681,0.05208643353174603
불행 군은 키스할 수 밖에 없어,BL,#fee6ef,#85a4cc,#533521,#f3cca4,#bf8a55,0.5590990823412698,0.14547371031746031,0.1376922123015873,0.10598958333333333,0.051745411706349206
비겁하다고 웃어도 좋아,BL,#f5f9fa,#f3e9dc,#d3c4bb,#ae9c93,#786969,0.39634796626984126,0.29129774305555556,0.14207899305555555,0.10788380456349206,0.06239149305555555
비즈니스 퍼포먼스,BL,#776f74,#d6c8c3,#ac9f9c,#f4f1eb,#474148,0.2420141242937853,0.23662782485875705,0.19419774011299434,0.17867937853107344,0.14848093220338984
비취의 한숨(개정판),BL,#fcfcde,#7c7f3a,#9daf53,#e9d47f,#4b5314,0.30164620535714287,0.21607762896825397,0.2060825892857143,0.1543154761904762,0.12187810019841269
사람으로 돌아가고 싶어,BL,#7168a0,#d49e97,#ae6666,#efe4da,#572d3d,0.24186197916666666,0.2357452876984127,0.19978298611111112,0.1701233878968254,0.15248635912698413
사랑은 가면의 안쪽에,BL,#fcfdfa,#464546,#dbdfb2,#ddc445,#648da8,0.5304129464285714,0.18803633432539682,0.12083953373015872,0.10363343253968255,0.05707775297619048
사랑을 주세요,BL,#f0f6ec,#f4b1a7,#bcc1f6,#4b3935,#a57a76,0.5004154265873015,0.2740668402777778,0.08640873015873016,0.08190104166666666,0.05720796130952381
사랑하게 될 거야,BL,#fceae4,#f9c6b1,#cb8b61,#161216,#503f3c,0.28137400793650796,0.2645027281746032,0.21050037202380953,0.1539527529761905,0.08967013888888889
"살려줘요, 호감도 MAX",BL,#ddcbbf,#b9a290,#f3f2ea,#796769,#413135,0.27867063492063493,0.23442770337301588,0.21042286706349206,0.18073846726190476,0.09574032738095238
상속게임,BL,#bea699,#34242a,#a6887a,#766058,#ede4d8,0.2986855158730159,0.21926773313492062,0.21888020833333333,0.1568576388888889,0.10630890376984127
선생님의 선생님,BL,#fdfbfa,#e9dcd7,#eab89b,#3f6a7b,#a5918d,0.39913814484126986,0.22447296626984126,0.15267547123015873,0.13815414186507938,0.08555927579365079
성스러운 밤의 신사협정,BL,#48352f,#e7d3b5,#8e7b5f,#fcf6e9,#b9aa8a,0.30284908234126984,0.19047309027777778,0.1888299851190476,0.16866319444444444,0.14918464781746033
섹스리스,BL,#2c1f25,#ea9c5f,#dd5d47,#f2c57a,#67443c,0.6658141121031746,0.1013454861111111,0.09558221726190476,0.08973214285714286,0.047526041666666664
소꿉친구가 너무 잘생겨서 거부할 수 없어,BL,#fbdee1,#faf4f5,#ccb7ba,#a6857b,#66403d,0.5857669890873016,0.1945715525793651,0.09264632936507937,0.06807105654761905,0.05894407242063492
소꿉친구와의 이것 저것,BL,#fef8f0,#eecdd0,#30201f,#564042,#b58d95,0.4382626488095238,0.210187251984127,0.18737599206349206,0.10270957341269842,0.06146453373015873
소년을 위로해줘,BL,#cad2d4,#e3f3f4,#a6e6fe,#2b3a42,#6b7d84,0.3098214285714286,0.2800440228174603,0.18226066468253968,0.15570126488095237,0.07217261904761904
수컷하우스 맨심,BL,#f6e7d6,#494647,#b8ae9c,#bf565e,#0e0807,0.40522247360482655,0.29435646053293113,0.12313034188034189,0.09923642533936651,0.07805429864253394
순진한 삐뚤어진 꽃,BL,#fefefd,#eae4ce,#0d7676,#d89872,#624d52,0.6812686011904762,0.13912450396825396,0.06634734623015873,0.06524677579365079,0.04801277281746032
스다 군의 비밀(개정판),BL,#fceaea,#c3a197,#edc5bc,#88696d,#4b3b46,0.43862847222222223,0.16315104166666666,0.14325086805555556,0.14252232142857144,0.11244729662698413
스윙 베이비,BL,#fbfdfe,#f3e1df,#4e595e,#c4baaa,#618992,0.5236018105158731,0.1472718253968254,0.12198040674603175,0.11570250496031746,0.09144345238095238
스타와 보디가드의 수상한 관계,BL,#d4bfc4,#f9f4f4,#1d1918,#705b54,#a1908a,0.3242559523809524,0.320024181547619,0.20502232142857144,0.08062996031746032,0.07006758432539682
슬기로운 생활,BL,#f5ddde,#cabdc8,#e79aa6,#170d10,#7d626b,0.38429129464285716,0.2144717261904762,0.21048487103174604,0.10420076884920634,0.08655133928571429
신과 날지 못하는 심부름꾼,BL,#fdf5eb,#f1d7c0,#cda391,#915a62,#421a41,0.39461495535714286,0.2746124751984127,0.15658482142857144,0.08990265376984127,0.08428509424603174
신복,BL,#f7e3d3,#773928,#411b16,#a76151,#ce9a88,0.2903645833333333,0.2386501736111111,0.1872891865079365,0.15465649801587303,0.12903955853174603
신부는 신의 뜻대로,BL,#fdfcfb,#62544f,#cb152b,#f2d8c3,#9c8681,0.48158482142857145,0.20575396825396824,0.12561073908730158,0.12469618055555555,0.06235429067460317
실루엣을 덧그리면(개정판),BL,#e5bdb3,#b78585,#71545a,#fefbfa,#170e10,0.2843067956349206,0.2507471478174603,0.2207062251984127,0.1514043898809524,0.09283544146825397
아랫집 웬수 (개정판),BL,#f8f7ec,#e1c6b5,#414b5d,#191d23,#8d877f,0.49171006944444445,0.18618551587301588,0.14347098214285714,0.09110553075396825,0.08752790178571429
아무것도 말하지 않아,BL,#f9e2d9,#df9a5c,#f0c1ad,#fffffe,#754b34,0.42434275793650794,0.2134765625,0.19859871031746032,0.10906498015873016,0.054516989087301584
아스란히,BL,#efdcd9,#d7b8b4,#b18988,#6a4f52,#060303,0.4080233134920635,0.265913318452381,0.15524243551587302,0.10576016865079366,0.06506076388888889
아웃 오브 컨트롤,BL,#f6eeec,#2f232b,#6d4452,#a8747c,#d3b3ae,0.30272507440476193,0.18727058531746033,0.18293960813492063,0.17114025297619048,0.15592447916666666
악마와 나 사이에는,BL,#2d273c,#646380,#862b2f,#c18a76,#ead3d0,0.43266369047619047,0.19380890376984128,0.17392113095238096,0.11236359126984127,0.08724268353174604
안게 해줄 때까지 포기 못 해,BL,#faf9fa,#f1dad2,#c69892,#1d191f,#5a4d52,0.3644748263888889,0.3247271825396825,0.1554439484126984,0.08697916666666666,0.06837487599206349
안녕 내 운명,BL,#f7e7d3,#fde949,#474035,#847651,#c4b8a6,0.31965835813492066,0.1914124503968254,0.18131200396825398,0.17643229166666666,0.13118489583333334
"안드로이드 말야, XX할 수 있어",BL,#0e0a07,#2f2729,#eecfc8,#a1897d,#c70539,0.4949032738095238,0.23463541666666668,0.134539310515873,0.084765625,0.05115637400793651
안티스캔들,BL,#8d9588,#738171,#aea79a,#c1bab1,#342d2f,0.2853453621031746,0.2544487847222222,0.23042844742063492,0.12986111111111112,0.09991629464285715
알아채기 쉬운,BL,#212032,#fdfafe,#e1cccd,#534572,#aa8493,0.553289310515873,0.12980840773809524,0.12048921130952381,0.11515997023809524,0.0812531001984127
앞으로는 둘이서,BL,#fcf6e8,#ecc9b5,#5a4c5c,#231f2f,#ab8d89,0.7537574404761904,0.09834139384920634,0.05895027281746032,0.053131200396825395,0.03581969246031746
애신록,BL,#e7d3b8,#642a31,#9f9076,#291c23,#b32738,0.26787264384920634,0.20420386904761906,0.20322730654761906,0.16608072916666666,0.15861545138888888
애정보이스,BL,#f0cfc0,#f1a99a,#c6a398,#8c594c,#582d22,0.3308655753968254,0.25111607142857145,0.20315600198412698,0.17028149801587303,0.044580853174603176
언로맨틱 퀘스트,BL,#fbf2eb,#d4d3d2,#3d3e46,#96989f,#646a78,0.34858630952380953,0.2228298611111111,0.15677703373015872,0.1380921378968254,0.13371465773809524
엔딩을 위한 계약 연애,BL,#c1a4b1,#8d7d9a,#f6f7fc,#70586c,#382c40,0.2911055307539683,0.25398995535714286,0.23967633928571427,0.11259920634920635,0.10262896825396825
여기저기 우리들은,BL,#eff5e8,#afddf1,#2c7444,#6bc4e8,#769e7a,0.30614459325396826,0.26566840277777776,0.1615048363095238,0.14928385416666667,0.11739831349206349
연인사냥,BL,#f5e4e5,#c3adb1,#675762,#90828e,#3a3239,0.24544270833333334,0.21983196924603174,0.18510354662698414,0.1812344990079365,0.16838727678571427
열성 오메가 K의 비밀[개정판],BL,#d2a9bb,#e5cad8,#b082a6,#8a5888,#68243e,0.34484747023809526,0.2372674851190476,0.21637524801587302,0.12390562996031745,0.07760416666666667
영원한 계약,BL,#f9efee,#2a1f2d,#5b495c,#a17378,#d8b8b8,0.23210875496031746,0.2091920882936508,0.20690724206349206,0.19405381944444444,0.15773809523809523
옆집 알바생,BL,#fdd3d5,#fcf2eb,#0a0707,#766162,#d9c2b1,0.4609778025793651,0.1667751736111111,0.13022073412698412,0.12390873015873016,0.11811755952380952
옆집에 사는 무뚝뚝한 매니저 [일반판],BL,#f1f7f7,#78b3b8,#3b3f58,#607986,#dfb49c,0.4873449900793651,0.17827070932539682,0.14418092757936507,0.10762338789682539,0.08257998511904761
예쁜 울보에게는 이유가 있다,BL,#e9ccd1,#f6f1f2,#55282d,#e9c386,#9c7872,0.5609281994047619,0.1904327876984127,0.10023871527777778,0.07516741071428572,0.0732328869047619
오늘의 운세를 알려주세요,BL,#fde5e2,#d7beb3,#383643,#74696f,#af9a93,0.6491722470238095,0.15999813988095238,0.0888671875,0.06500186011904761,0.03696056547619048
오메가만큼은 되고 싶지 않아-눈 떠보니 BL만화 속이었습니다-,BL,#f4e7e7,#132e3a,#5d515e,#a293a0,#1f755f,0.35428447420634923,0.17798859126984126,0.1654389880952381,0.1570281498015873,0.14525979662698413
오메르타,BL,#504843,#1d1614,#8b7c73,#c8b0a2,#efe2d7,0.2781529017857143,0.2287109375,0.1925812251984127,0.1620845734126984,0.1384703621031746
오해가 계속되면 오예입니다,BL,#efd0b3,#c39685,#f1e8dd,#0f0d0e,#614142,0.2875,0.18805803571428573,0.18349454365079365,0.1722842261904762,0.16866319444444444
올바른 연애,BL,#fdf9f3,#e3c5c1,#e17974,#804039,#988097,0.4572265625,0.20580357142857142,0.16337425595238095,0.10186011904761905,0.07173549107142857
용애담,BL,#cfc1c0,#303d41,#626e70,#f0edec,#aba19e,0.2898499503968254,0.2287295386904762,0.19506758432539684,0.15991133432539684,0.12644159226190477
우당탕 방구석 로맨스,BL,#f9f7f1,#e8c49d,#706260,#e16b52,#762f26,0.49782580105212815,0.1739257532281205,0.16311274509803922,0.09169775227164037,0.07343794835007174
"우리 사이를 정하자면, XOXO(우정뽀)",BL,#fdf7f9,#3b4153,#f8dcdf,#968a90,#c8b5b7,0.2910528273809524,0.25050223214285716,0.22729104662698413,0.1525266617063492,0.07862723214285715
우리 아빠가 수상해,BL,#f4edf1,#dec3cc,#725a81,#28254d,#bf94a0,0.30903397817460315,0.20815972222222223,0.19028707837301587,0.16453683035714287,0.12798239087301588
우리들의 혼탁한 레종데트르,BL,#dbbeb0,#5a555c,#f9ede7,#8f9aa7,#2d2828,0.33258308531746034,0.22391183035714285,0.2016059027777778,0.12934337797619047,0.11255580357142857
우연한 친구,BL,#261f16,#4d3f25,#e6d1c8,#846857,#ab968c,0.2826264880952381,0.2709201388888889,0.17795758928571428,0.1548487103174603,0.11364707341269842
운명론적 파트너,BL,#fdf7f9,#855c75,#d0c3e6,#431a21,#d591a1,0.4838293650793651,0.1584108382936508,0.1318483382936508,0.11658916170634921,0.10932229662698413
원룸 엔젤,BL,#efa933,#fdf4f3,#f8e17f,#242b1b,#96542b,0.33611111111111114,0.2160032242063492,0.19615885416666667,0.1333829365079365,0.11834387400793651
은밀하게 레디 액션,BL,#643636,#301b20,#a45f4f,#f0d5be,#daaa8d,0.2365451388888889,0.22039930555555556,0.18896329365079365,0.17874503968253969,0.1753472222222222
은밀한 화원,BL,#fdfafb,#e8d6db,#cab5bc,#99868d,#5e4f51,0.44213789682539684,0.2863839285714286,0.1584108382936508,0.08167472718253968,0.031392609126984126
은향,BL,#eae1e9,#222537,#646d8b,#61414c,#bbaeb7,0.3066809275793651,0.1884796626984127,0.17559523809523808,0.17410714285714285,0.15513702876984126
이 소설이 끝나기 전에,BL,#fbeadf,#edc3c4,#986871,#513744,#a59bb0,0.4716765873015873,0.23315352182539684,0.1095641121031746,0.09830419146825396,0.0873015873015873
이곳에서 같이 산다면,BL,#b05555,#eea790,#fdfbf8,#f5dfd0,#51353b,0.24721292162698413,0.23368985615079366,0.2013671875,0.17958209325396826,0.13814794146825396
"이노우에, 시작할까요",BL,#f9d180,#75789a,#dc7154,#f8e4e6,#522e46,0.39714471726190476,0.22783668154761905,0.13289000496031747,0.1297092013888889,0.11241939484126984
이대로 계속되는 닮지 않는 우리,BL,#ced6bb,#f1cca9,#f8f6f2,#484037,#8b7f73,0.41923673115079363,0.26006634424603176,0.22437065972222223,0.05185701884920635,0.04446924603174603
이루지 못한 그 사랑을 다시,BL,#f4f8fb,#b6968e,#996b63,#e2cbc9,#664c45,0.691961185515873,0.08851686507936508,0.0806640625,0.08014942956349207,0.058708457341269844
이제는 좋아한다고 말할 수 있어,BL,#f8e5dc,#dc9e60,#5b4d61,#e00466,#100809,0.4834170386904762,0.2858630952380952,0.10412636408730158,0.06451822916666666,0.062075272817460315
"이쪽을 봐줘, 눈치채 줘",BL,#fefaf9,#d1c6ce,#f2dace,#cca49a,#8f787b,0.46264880952380955,0.16630704365079366,0.16617683531746033,0.13665364583333334,0.06821366567460317
이토이 군과 히야마 군의 사랑,BL,#eceff1,#e3d3c6,#d0b2a0,#c64a3c,#b1847b,0.4333643353174603,0.17624937996031745,0.16760292658730158,0.11744171626984128,0.10534164186507937
이혼신청,BL,#f0e5e9,#bfbfdc,#5d6275,#9a96a4,#2e2f3f,0.40933159722222223,0.2126736111111111,0.13430059523809523,0.1236483134920635,0.12004588293650793
익명으로 전해드립니다,BL,#ecf1f3,#abddef,#5e5157,#917c7d,#edcbc8,0.30460069444444443,0.22874813988095238,0.18510664682539682,0.15260106646825397,0.1289434523809524
인아웃,BL,#292c3b,#f3e5e7,#938395,#5c536a,#d3b4b5,0.3665519593253968,0.2663845486111111,0.1338045634920635,0.12683221726190477,0.1064267113095238
입덕학개론,BL,#f3dfcd,#f6efee,#bcbfd1,#47373f,#b68793,0.46747581845238095,0.18588169642857144,0.14366009424603174,0.1285435267857143,0.07443886408730159
잡아먹힐 것 같아,BL,#f1d1c2,#9c7b7c,#251f22,#674850,#f9e652,0.34322916666666664,0.2082434275793651,0.19408172123015874,0.17587115575396825,0.07857452876984126
