제목,카테고리,hex1,hex2,hex3,hex4,hex5,hex1rate,hex2rate,hex3rate,hex4rate,hex5rate,file_path
과로환생전기,액션,#f3e7e9,#dbb7bc,#553240,#875564,#b28390,0.26546420784883723,0.22877906976744186,0.18431776889534884,0.18294149709302326,0.13849745639534883,과로환생전기.jpg
광룡기,액션,#fefcfc,#977a88,#584349,#dabbb2,#161012,0.5267423691860466,0.1527189316860465,0.12943949854651163,0.10622547238372093,0.08487372819767441,광룡기.jpg
굴다리 블루스,액션,#bd6c24,#fefefd,#df9d50,#080604,#754b26,0.3166515261627907,0.23456758720930232,0.18426689680232558,0.15292696220930233,0.11158702761627907,굴다리 블루스.jpg
권왕무적,액션,#efece6,#2c2a29,#605864,#c4c4b2,#9d957c,0.25559865552325584,0.2308293968023256,0.22132994186046512,0.16296148255813953,0.12928052325581396,권왕무적.jpg
기초 만렙 김대찬,액션,#dfdfda,#417490,#2a343c,#e29c73,#aa462a,0.27229287790697676,0.22879632994186047,0.2156468023255814,0.15260265261627906,0.13066133720930231,기초 만렙 김대찬.jpg
길로틴,액션,#bd0c0d,#5e6375,#0b0b0f,#faf6f6,#b8b0bb,0.2690752180232558,0.22332848837209301,0.22050599563953488,0.14679869186046512,0.14029160610465116,길로틴.jpg
나쁜 녀석들,액션,#090907,#ceb19b,#a18c79,#fafafa,#5e433c,0.3066796875,0.22613644622093024,0.18571311773255814,0.16450218023255814,0.11696856831395348,나쁜 녀석들.jpg
나쁜친구,액션,#fdf3ea,#54393c,#0a0606,#d1a498,#8c6d66,0.3276190043604651,0.2676735101744186,0.16440861191860465,0.13328306686046512,0.10701580668604652,나쁜친구.jpg
나의 그녀는 구미호,액션,#d8b9ac,#3c1b1c,#f8f3ed,#b06860,#414b90,0.23246275436046512,0.21293241279069766,0.21216569767441862,0.17989462209302326,0.16254451308139534,나의 그녀는 구미호.jpg
낚시신공,액션,#b1002a,#010001,#270010,#89052b,#570220,0.7373019622093023,0.19876635174418605,0.02232285610465116,0.022239280523255814,0.01936954941860465,낚시신공.jpg
난세신벌,액션,#91cad6,#4ba8c3,#e3e5e4,#453441,#a07770,0.2588853561046512,0.21585029069767442,0.20682140261627907,0.1755250726744186,0.14291787790697674,난세신벌.jpg
낭만협객 마수검,액션,#76535a,#a092a3,#2c2133,#f4e7dd,#e05755,0.33374000726744185,0.2628034156976744,0.17986464389534884,0.1708439316860465,0.052748001453488375,낭만협객 마수검.jpg
내 안에 깃든 마왕 - SSR,액션,#592228,#230b0f,#ae2a39,#b7727b,#f2d5ca,0.41365098110465115,0.33388353924418607,0.11915152616279069,0.08074309593023256,0.05257085755813953,내 안에 깃든 마왕 - SSR.jpg
너클걸,액션,#c6c0c2,#e9e0e3,#6c6a6f,#9d9a9d,#242331,0.41639716569767443,0.27071765988372093,0.13630359738372094,0.13430959302325582,0.042271984011627906,너클걸.jpg
네버다이 - 변이자들,액션,#f6dac7,#2e1b1b,#db171f,#cc9277,#515c5e,0.2491215479651163,0.2299936409883721,0.21120185319767443,0.1635528706395349,0.14613008720930232,네버다이 - 변이자들.jpg
놈들의 세계,액션,#110303,#f0e5e7,#882725,#d4b3b5,#a96b69,0.2704860101744186,0.23482467296511628,0.2223501090116279,0.151241824127907,0.12109738372093024,놈들의 세계.jpg
눈 떠보니 레벨 1,액션,#f3ede6,#d6987f,#9fb1cb,#481e23,#5e647c,0.3823546511627907,0.18874636627906977,0.14588844476744187,0.14165061773255813,0.14135992005813955,눈 떠보니 레벨 1.jpg
능천신제,액션,#f5f6ef,#b0cfd2,#567ca5,#3f4b41,#c9a077,0.3014080668604651,0.18236918604651162,0.17869004360465116,0.1703733648255814,0.1671593386627907,능천신제.jpg
단장,액션,#c1bfbd,#a19e9b,#494545,#767371,#1d1a19,0.2867469113372093,0.24594022529069767,0.1726217296511628,0.16126816860465115,0.13342296511627907,단장.jpg
더블캐스팅 2014,액션,#fdfbf9,#020203,#75808d,#bbbbbd,#47484d,0.5713653706395349,0.23923782703488372,0.07012172965116278,0.06866279069767442,0.05061228197674419,더블캐스팅 2014.jpg
독보소요,액션,#fcf7f0,#271111,#672624,#d18d91,#9b4e57,0.3127779796511628,0.19730650436046512,0.1921765988372093,0.1603878997093023,0.13735101744186046,독보소요.jpg
동군(올컬러),액션,#fcfcfd,#c79a67,#241f24,#d7c7bc,#634844,0.3165952034883721,0.23011627906976745,0.1887454578488372,0.16735828488372093,0.09718477470930233,동군(올컬러).jpg
등짝,액션,#fdfdfd,#602424,#0c0606,#bb4141,#969696,0.46157794331395346,0.2257903343023256,0.14988644622093023,0.13337936046511628,0.029365915697674418,등짝.jpg
래더토너먼트,액션,#dedfe3,#527098,#97a1b5,#59c2da,#223355,0.2785265261627907,0.20799600290697676,0.20353197674418605,0.1626062863372093,0.14733920784883722,래더토너먼트.jpg
랜덤뽑기로 신이 되다,액션,#645a5e,#39333a,#978380,#fbf2d2,#e1b694,0.4557703488372093,0.18513989825581395,0.13620094476744185,0.1261891351744186,0.09669967296511628,랜덤뽑기로 신이 되다.jpg
런 바니 런,액션,#1a1032,#b32b47,#ee6557,#917d85,#f2d7b3,0.40573401162790695,0.16393622819767442,0.15818949854651163,0.14387082122093023,0.12826944040697674,런 바니 런.jpg
레벨5로 살아남기,액션,#b28e71,#421b11,#6b4e48,#8c5a1c,#dabd98,0.32445494186046514,0.26610737645348836,0.16201035610465117,0.1298092296511628,0.11761809593023256,레벨5로 살아남기.jpg
로벨 악의를 계승받은 자,액션,#551e1b,#e2612f,#a13927,#f5c565,#b77571,0.36365552325581396,0.2339998183139535,0.22952761627906976,0.10965025436046512,0.06316678779069768,로벨 악의를 계승받은 자.jpg
루갈 시즌 1,액션,#060606,#363435,#636161,#9b9b93,#d8ded9,0.568702761627907,0.17009175145348837,0.13233375726744187,0.07932412790697674,0.04954760174418605,루갈 시즌 1.jpg
리 플레이어,액션,#15233c,#35476a,#52709c,#faf9f8,#ae9e90,0.46060138081395346,0.21856104651162792,0.14665061773255814,0.10273528343023255,0.0714516715116279,리 플레이어.jpg
리부트 시스템,액션,#394d81,#e6e1e6,#9382a4,#1c1a26,#4c9ee0,0.26291787790697674,0.25899981831395347,0.18659338662790698,0.17973019622093023,0.11175872093023256,리부트 시스템.jpg
링 오브 가디언,액션,#f1f0ed,#495355,#242c30,#767d83,#c6ab9b,0.3825608648255814,0.2384547601744186,0.22458030523255815,0.08074127906976744,0.07366279069767442,링 오브 가디언.jpg
마제 2부,액션,#2d1310,#563930,#916e58,#d5a57b,#a6251c,0.31042423691860466,0.24793513808139536,0.19945403343023255,0.14421057412790697,0.09797601744186046,마제 2부.jpg
마황귀환록,액션,#6d475e,#c39eb8,#422e48,#8c6990,#f3e0f2,0.22931958575581396,0.22370276162790698,0.21356286337209301,0.20967569040697676,0.12373909883720931,마황귀환록.jpg
마황의 귀환,액션,#22121f,#c3a2a5,#6c4c5d,#f4e5ea,#ba2327,0.40424146075581396,0.2381622456395349,0.20143713662790697,0.07930141715116279,0.07685773982558139,마황의 귀환.jpg
만계선왕,액션,#1f0f0d,#f8ebda,#e3c397,#7f402c,#c08350,0.3540670421511628,0.24497002180232558,0.17491824127906977,0.11308230377906976,0.11296239098837209,만계선왕.jpg
만계선종,액션,#f4efec,#cec5cc,#a193a0,#656276,#3f3b4c,0.2773764534883721,0.24865370639534884,0.16730377906976746,0.15778978924418605,0.14887627180232557,만계선종.jpg
만계신주,액션,#efe6ef,#d7a9bd,#e05f7a,#94735a,#723931,0.3545030886627907,0.22219204215116278,0.16676598837209303,0.13462754360465115,0.12191133720930232,만계신주.jpg
만고검신,액션,#5e2d48,#2a1826,#954e76,#cd88af,#f0e2eb,0.2508857194767442,0.2388653706395349,0.21393804505813954,0.15791515261627906,0.13839571220930233,만고검신.jpg
만고지존,액션,#f4e0de,#8d5d68,#d99391,#93a5bf,#502d2f,0.25678506540697676,0.22925327034883722,0.21809956395348837,0.15057140261627908,0.1452906976744186,만고지존.jpg
만렙종주,액션,#fef9dc,#692d4e,#fae061,#d2a5a6,#c25c4e,0.43118005087209305,0.15804505813953487,0.15701217296511627,0.13549600290697675,0.11826671511627906,만렙종주.jpg
망나니 하산하다,액션,#f8f0ef,#8b469b,#d3bab9,#4a1e4b,#c33a2c,0.32595748546511627,0.19316860465116278,0.17452579941860466,0.16192223837209302,0.14442587209302327,망나니 하산하다.jpg
망태,액션,#5a575a,#261d19,#7f8697,#d4c8bb,#b4975a,0.3409311409883721,0.23892441860465116,0.1826108284883721,0.12700399709302326,0.1105296148255814,망태.jpg
맨해튼 프로젝트,액션,#faf9f5,#a37d6a,#dfc5ad,#555149,#181713,0.2641306322674419,0.20719567587209303,0.18771529796511627,0.17143986191860466,0.16951853197674419,맨해튼 프로젝트.jpg
먼치킨 육아일기,액션,#efe6e7,#222745,#4d5195,#99a3c8,#cc9491,0.3248201308139535,0.26743822674418605,0.18686500726744187,0.12089934593023256,0.09997728924418604,먼치킨 육아일기.jpg
면왕,액션,#130807,#643633,#e4e4e3,#b29287,#bb443d,0.2864126090116279,0.22270893895348837,0.20572311046511627,0.1628751816860465,0.12228015988372093,면왕.jpg
목표는 만렙염라,액션,#2d2e37,#4a697c,#91b0b2,#76deec,#e3e6dd,0.35174418604651164,0.24235101744186047,0.1761173691860465,0.1525109011627907,0.0772765261627907,목표는 만렙염라.jpg
몬스터 아카데미,액션,#5ab487,#40825e,#26433c,#59efad,#cdfbe7,0.22238372093023256,0.22076853197674418,0.2134247819767442,0.17969295058139534,0.16373001453488373,몬스터 아카데미.jpg
몬스터헌터,액션,#827f9e,#fcdcd7,#464b7f,#282c4c,#6a9249,0.22183048691860466,0.21475654069767441,0.19326762354651164,0.1932158430232558,0.17692950581395347,몬스터헌터.jpg
무국,액션,#070707,#383838,#6f6f6f,#530c0c,#f6f6f6,0.48780069040697677,0.20308684593023255,0.16528161337209302,0.1276671511627907,0.016163699127906977,무국.jpg
무권,액션,#aa7873,#efeff1,#6e7b94,#c3b3b7,#683f44,0.26362463662790697,0.2606749636627907,0.16854106104651162,0.15396438953488373,0.153194949127907,무권.jpg
무기가게 사장님,액션,#f9e5e0,#595195,#c46579,#cda3ba,#57333e,0.4456813226744186,0.1590170784883721,0.15246457122093024,0.1515425145348837,0.09129451308139534,무기가게 사장님.jpg
무도독존,액션,#463067,#69568c,#270b36,#f1e9e7,#aa9bb9,0.3089934593023256,0.2148982558139535,0.19744731104651161,0.15996820494186045,0.11869276889534884,무도독존.jpg
무련전봉,액션,#f3b781,#ee8760,#a77c6f,#6b473e,#eedec3,0.3858375726744186,0.1906640625,0.15920421511627908,0.14370821220930233,0.1205859375,무련전봉.jpg
무령후,액션,#4a3639,#5b687b,#bfb7a3,#bd744c,#f0efe6,0.3325935683139535,0.23677598110465117,0.1567923328488372,0.13772347383720931,0.13611464389534883,무령후.jpg
무림제왕의 은퇴생활,액션,#e3ede5,#b7b6bb,#844c42,#81828a,#342324,0.3314607558139535,0.20622274709302327,0.1932403706395349,0.1361110101744186,0.13296511627906976,무림제왕의 은퇴생활.jpg
무법지대 요괴전쟁,액션,#352c45,#f5f6f9,#7d6781,#bea9be,#45a2f1,0.32750908430232556,0.2872356468023256,0.1951825944767442,0.14700127180232558,0.04307140261627907,무법지대 요괴전쟁.jpg
무신,액션,#0f0705,#897487,#502b28,#a55959,#eac9d0,0.3276108284883721,0.21238644622093023,0.20660428779069767,0.15022074854651163,0.10317768895348838,무신.jpg
무신향로,액션,#f8efdb,#e9c289,#df794d,#6d403e,#9d7773,0.29609647529069766,0.23902071220930232,0.16656613372093024,0.16510356104651164,0.13321311773255815,무신향로.jpg
무역 운명을 거스르다,액션,#242532,#f5f6f7,#4f6e93,#a8b4c6,#d9a035,0.2582630813953488,0.2570830305232558,0.2498482921511628,0.1956549781976744,0.03915061773255814,무역 운명을 거스르다.jpg
무영삼천도,액션,#25202a,#4e6072,#efeaea,#8d3b2e,#a39da2,0.4049473110465116,0.17139353197674417,0.15395257994186046,0.13551326308139536,0.13419331395348838,무영삼천도.jpg
미씽,액션,#312546,#5c4f91,#b290b3,#f3e2e7,#954760,0.4592714389534884,0.22127271075581395,0.13566678779069768,0.09353651889534884,0.09025254360465117,미씽.jpg
바람의 전설,액션,#896861,#f1e5da,#e27578,#9ec7d0,#532e2c,0.2684829215116279,0.25666151889534883,0.17716115552325581,0.1490406976744186,0.14865370639534883,바람의 전설.jpg
백련성신,액션,#4f3d76,#6e56ad,#2c1e4a,#ac94c5,#e9cfe5,0.3070957485465116,0.19979015261627908,0.1767514534883721,0.1625953851744186,0.1537672601744186,백련성신.jpg
백은아란전,액션,#485a5e,#211d18,#697f89,#b0adac,#eaeceb,0.32675690406976743,0.3099082485465116,0.25601471656976743,0.060323401162790696,0.04699672965116279,백은아란전.jpg
보이스,액션,#693e40,#201819,#bd8e90,#f9f9f9,#bd0a13,0.3075045421511628,0.22642714389534885,0.22037881540697674,0.1609047965116279,0.08478470203488372,보이스.jpg
불사신왕무쌍기,액션,#f8e2d4,#352733,#554f95,#a4513d,#cd9aa0,0.3283802688953488,0.2576280886627907,0.15594658430232558,0.12990552325581395,0.12813953488372093,불사신왕무쌍기.jpg
블러디발렌타인 인류종말,액션,#a28f88,#665e62,#d2c5b6,#22181d,#f7ecdd,0.28094295058139535,0.2563144985465116,0.19842114825581394,0.13274436773255813,0.13157703488372094,블러디발렌타인 인류종말.jpg
빌런리스트,액션,#82858d,#636369,#383a3e,#b2a7a6,#dad3cf,0.26077852470930235,0.22515897529069767,0.21622093023255815,0.1752452761627907,0.12259629360465116,빌런리스트.jpg
빌런으로 이직하다,액션,#100c0d,#413330,#bfc6b8,#77867a,#8f3f38,0.30456486191860466,0.2421329941860465,0.1901544331395349,0.14835301598837208,0.11479469476744186,빌런으로 이직하다.jpg
사상 최강 남주,액션,#dbc6a5,#565469,#f6ebcf,#988d91,#202335,0.2505922965116279,0.20842750726744186,0.20332848837209302,0.20078397529069766,0.13686773255813953,사상 최강 남주.jpg
산을 미는 강,액션,#fefefe,#a39b8f,#68655f,#262422,#c7c5bf,0.3744912790697674,0.19316224563953488,0.17901253633720932,0.14699672965116278,0.10633720930232558,산을 미는 강.jpg
상제강림,액션,#f3e3c4,#4a4375,#27182a,#5b85d4,#d47852,0.28651798691860464,0.20887082122093023,0.20744095203488372,0.17111282703488373,0.12605741279069768,상제강림.jpg
샌드보이,액션,#0d0609,#dfd0d0,#3f2b76,#8e0101,#a38582,0.36078215843023254,0.2239798328488372,0.13930050872093022,0.13813862645348837,0.13779887354651163,샌드보이.jpg
서브미션,액션,#a4eafc,#21201f,#daedf1,#999c9e,#565757,0.3385801235465116,0.3374109738372093,0.16098019622093024,0.08913154069767441,0.07389716569767442,서브미션.jpg
선무제존,액션,#322634,#ebf0e4,#a24b30,#d8ae7a,#5497d8,0.30256177325581396,0.2532667151162791,0.1903670058139535,0.13072856104651162,0.12307594476744187,선무제존.jpg
성무신결,액션,#6f6453,#e3bda6,#979584,#323f2a,#ede6e0,0.31646802325581397,0.2189253270348837,0.20591751453488372,0.15272619912790697,0.10596293604651162,성무신결.jpg
소년 검객,액션,#f6f7f7,#d7dbe2,#b1b2bb,#838a9a,#30373e,0.27617369186046514,0.2583221293604651,0.22248546511627906,0.13511173691860465,0.10790697674418605,소년 검객.jpg
수련만 삼천년,액션,#7783c8,#515881,#222a39,#b498b6,#dfe1ea,0.2848501090116279,0.23240552325581396,0.22022256540697674,0.15594658430232558,0.10657521802325581,수련만 삼천년.jpg
수호자 -  the last guardian,액션,#241720,#73171c,#835d54,#db2451,#dbbbb5,0.3036146438953488,0.29291696947674417,0.21923782703488373,0.09514353197674419,0.08908702761627907,수호자 -  the last guardian.jpg
슈팅,액션,#18140f,#f8f7e9,#6b644d,#c5bf9d,#d7892a,0.27327216569767443,0.24611191860465118,0.2157222020348837,0.1705859375,0.0943077761627907,슈팅.jpg
슈퍼 큐브 최강 고딩이 되는 법,액션,#181419,#efe8e3,#443b43,#afa6a5,#148fe2,0.3249364098837209,0.31073673691860465,0.1762091206395349,0.12390261627906977,0.06421511627906977,슈퍼 큐브 최강 고딩이 되는 법.jpg
스타로드,액션,#151c1f,#564e46,#9c9d9b,#2e879a,#e4e2cf,0.3306667877906977,0.27605105377906974,0.2220703125,0.11809865552325581,0.05311319040697674,스타로드.jpg
시공의 주인 더 로스트,액션,#e8ebeb,#c6cbcb,#879597,#63626d,#333032,0.574812863372093,0.16085574127906976,0.11095566860465116,0.09505450581395349,0.05832122093023256,시공의 주인 더 로스트.jpg
신마천살,액션,#fdf4f1,#413337,#cfa5ac,#914748,#110909,0.34880995639534884,0.23801962209302324,0.16458303052325582,0.13167060319767443,0.11691678779069767,신마천살.jpg
신무천존,액션,#3a232f,#7c544b,#daa269,#dddcdd,#6e7cc0,0.25178688226744184,0.24882994186046511,0.1910828488372093,0.16216297238372093,0.1461373546511628,신무천존.jpg
신으로 태어났습니다,액션,#f3efe8,#807571,#3e2a27,#ceb7ab,#e09f49,0.2875517805232558,0.20348837209302326,0.19733739098837208,0.18072946947674418,0.13089298691860465,신으로 태어났습니다.jpg
십미견의 주인,액션,#080512,#22153e,#4a2e64,#785692,#ede9ee,0.32417060319767443,0.31248183139534885,0.24152525436046512,0.07098655523255815,0.05083575581395349,십미견의 주인.jpg
아리동 라스트 카우보이,액션,#2a1e22,#5e5959,#e2ddca,#ab9f90,#f8be02,0.2977843386627907,0.2859747456395349,0.19932776162790697,0.17062227470930233,0.046290879360465116,아리동 라스트 카우보이.jpg
아머드 구울,액션,#1c110f,#5c5851,#a82d28,#d5b364,#e4dbc3,0.3065207122093023,0.29552507267441863,0.1803234011627907,0.14487463662790698,0.0727561773255814,아머드 구울.jpg
아이갓츄,액션,#f3e9ec,#f8dfad,#cca8a2,#736868,#302a2a,0.42276526162790695,0.15971929505813953,0.15602289244186046,0.13818495639534883,0.12330759447674419,아이갓츄.jpg
악역 플레이어는 강해지고 싶다,액션,#ecebe2,#261c39,#525b92,#ba958d,#64c3ea,0.2737799781976744,0.25270712209302326,0.20897892441860466,0.1349046148255814,0.12962936046511628,악역 플레이어는 강해지고 싶다.jpg
양과 늑대의 요람,액션,#4a1d23,#5a505e,#0f0809,#a77c7b,#f1deca,0.4569431322674419,0.23266351744186045,0.20043513808139535,0.07258993459302325,0.03736827761627907,양과 늑대의 요람.jpg
어웨이크닝 회귀 플레이어,액션,#f3e2d2,#372b2a,#caaea2,#886f84,#dca839,0.2881704215116279,0.22751090116279069,0.20677598110465117,0.14509720203488372,0.1324454941860465,어웨이크닝 회귀 플레이어.jpg
어크로서,액션,#311d22,#f9f2ee,#b10244,#ccbbb2,#836d66,0.41868005087209303,0.18574491279069769,0.16835574127906977,0.13875545058139535,0.08846384447674419,어크로서.jpg
언테임드,액션,#cc382d,#110709,#6e2d2a,#eecdc7,#b78874,0.28798782703488374,0.25359465843023254,0.22574127906976743,0.11924963662790698,0.1134265988372093,언테임드.jpg
"엄마, 집에 왔어요",액션,#f2e6e0,#787778,#c8b9bf,#040303,#494b4a,0.2882394622093023,0.2684138808139535,0.20194131540697674,0.12725018168604652,0.11415515988372094,"엄마, 집에 왔어요.jpg"
에스퍼스,액션,#494d47,#202a25,#a96a49,#c59683,#d8bcb0,0.3349373183139535,0.2635201671511628,0.15187318313953488,0.15107739825581395,0.09859193313953489,에스퍼스.jpg
엔젤일진,액션,#3d3031,#685154,#998da8,#f0ebea,#e61e1e,0.38882267441860463,0.30506904069767443,0.14753542877906978,0.13645712209302324,0.02211573401162791,엔젤일진.jpg
역천사신,액션,#372c3b,#e6bda2,#c08a71,#f6ebec,#664b53,0.24351471656976745,0.2203606468023256,0.19252906976744186,0.19058321220930233,0.15301235465116278,역천사신.jpg
역천지존,액션,#421822,#753646,#fcd5b1,#f7a06a,#c15948,0.28191497093023254,0.23797147529069768,0.1746293604651163,0.1555141715116279,0.14997002180232558,역천지존.jpg
영검산,액션,#f9ecde,#fae7b1,#d3ada7,#a87473,#6f3a41,0.34994458575581394,0.26632267441860463,0.14533339389534883,0.13225563226744186,0.1061437136627907,영검산.jpg
영웅재림 영웅같은 소리하고 있네,액션,#242027,#4b4b60,#8a7f8a,#cbc3bd,#7f3f39,0.34420694040697675,0.306219113372093,0.16075036337209303,0.1154124273255814,0.07341115552325582,영웅재림 영웅같은 소리하고 있네.jpg
